classlabel	activity	subject	feature	measurement
5	STANDING	1	TimeGravityAccelerometerMean-Z	0.0134905823226415
5	STANDING	3	TimeGravityAccelerometerMean-Z	0.024763106752459
5	STANDING	5	TimeGravityAccelerometerMean-Z	0.138638436607143
5	STANDING	6	TimeGravityAccelerometerMean-Z	0.0139193473596492
5	STANDING	7	TimeGravityAccelerometerMean-Z	-0.0516573721320755
5	STANDING	8	TimeGravityAccelerometerMean-Z	-0.0979392024814815
5	STANDING	11	TimeGravityAccelerometerMean-Z	0.127198423404255
5	STANDING	14	TimeGravityAccelerometerMean-Z	-0.338174888666667
5	STANDING	15	TimeGravityAccelerometerMean-Z	0.0645975994528302
5	STANDING	16	TimeGravityAccelerometerMean-Z	-0.166737468166667
5	STANDING	17	TimeGravityAccelerometerMean-Z	-0.20268775701282
5	STANDING	19	TimeGravityAccelerometerMean-Z	0.130643717849315
5	STANDING	21	TimeGravityAccelerometerMean-Z	-0.207685689775281
5	STANDING	22	TimeGravityAccelerometerMean-Z	0.0323824977714286
5	STANDING	23	TimeGravityAccelerometerMean-Z	-0.223631180906765
5	STANDING	25	TimeGravityAccelerometerMean-Z	0.201182106486487
5	STANDING	26	TimeGravityAccelerometerMean-Z	0.0884142682297298
5	STANDING	27	TimeGravityAccelerometerMean-Z	-0.00557416876082625
5	STANDING	28	TimeGravityAccelerometerMean-Z	-0.0385830501632911
5	STANDING	29	TimeGravityAccelerometerMean-Z	0.0316145849747692
5	STANDING	30	TimeGravityAccelerometerMean-Z	0.0243044362542373
5	STANDING	2	TimeGravityAccelerometerMean-Z	0.129747161222222
5	STANDING	4	TimeGravityAccelerometerMean-Z	0.166893825946429
5	STANDING	9	TimeGravityAccelerometerMean-Z	0.00914769235555554
5	STANDING	10	TimeGravityAccelerometerMean-Z	0.0346980210431818
5	STANDING	12	TimeGravityAccelerometerMean-Z	-0.0395382767304918
5	STANDING	13	TimeGravityAccelerometerMean-Z	-0.0524856614035088
5	STANDING	18	TimeGravityAccelerometerMean-Z	-0.0485767106575342
5	STANDING	20	TimeGravityAccelerometerMean-Z	0.0708655286023287
5	STANDING	24	TimeGravityAccelerometerMean-Z	-0.0530585403536232
6	LAYING	1	TimeGravityAccelerometerMean-Z	0.4458177198
6	LAYING	3	TimeGravityAccelerometerMean-Z	0.48870318516129
6	LAYING	5	TimeGravityAccelerometerMean-Z	0.263644691923077
6	LAYING	6	TimeGravityAccelerometerMean-Z	0.175867709021053
6	LAYING	7	TimeGravityAccelerometerMean-Z	0.907537823461539
6	LAYING	8	TimeGravityAccelerometerMean-Z	0.719831539259259
6	LAYING	11	TimeGravityAccelerometerMean-Z	0.112620189964912
6	LAYING	14	TimeGravityAccelerometerMean-Z	0.83656291
6	LAYING	15	TimeGravityAccelerometerMean-Z	-0.0369192905555555
6	LAYING	16	TimeGravityAccelerometerMean-Z	0.893884468571429
6	LAYING	17	TimeGravityAccelerometerMean-Z	0.722657502112676
6	LAYING	19	TimeGravityAccelerometerMean-Z	0.687623852530121
6	LAYING	21	TimeGravityAccelerometerMean-Z	0.788251027111112
6	LAYING	22	TimeGravityAccelerometerMean-Z	0.771903907083334
6	LAYING	23	TimeGravityAccelerometerMean-Z	0.918782825277778
6	LAYING	25	TimeGravityAccelerometerMean-Z	0.526353818315068
6	LAYING	26	TimeGravityAccelerometerMean-Z	0.614523405921053
6	LAYING	27	TimeGravityAccelerometerMean-Z	0.84539238027027
6	LAYING	28	TimeGravityAccelerometerMean-Z	0.0157570025
6	LAYING	29	TimeGravityAccelerometerMean-Z	0.590452224057971
6	LAYING	30	TimeGravityAccelerometerMean-Z	0.681459210714286
6	LAYING	2	TimeGravityAccelerometerMean-Z	0.646834879583333
6	LAYING	4	TimeGravityAccelerometerMean-Z	0.341531310555556
6	LAYING	9	TimeGravityAccelerometerMean-Z	0.9578730416
6	LAYING	10	TimeGravityAccelerometerMean-Z	-0.0311216241379311
6	LAYING	12	TimeGravityAccelerometerMean-Z	0.2750431984
6	LAYING	13	TimeGravityAccelerometerMean-Z	0.598884988709677
6	LAYING	18	TimeGravityAccelerometerMean-Z	0.605495317692308
6	LAYING	20	TimeGravityAccelerometerMean-Z	0.477573305
6	LAYING	24	TimeGravityAccelerometerMean-Z	0.683839909722222
1	WALKING	1	TimeGravityAccelerometerSTD-X	-0.976609642526316
1	WALKING	3	TimeGravityAccelerometerSTD-X	-0.97777159137931
1	WALKING	5	TimeGravityAccelerometerSTD-X	-0.979348381428571
1	WALKING	6	TimeGravityAccelerometerSTD-X	-0.977779896491228
1	WALKING	7	TimeGravityAccelerometerSTD-X	-0.979851271403509
1	WALKING	8	TimeGravityAccelerometerSTD-X	-0.974752050208333
1	WALKING	11	TimeGravityAccelerometerSTD-X	-0.98110101440678
1	WALKING	14	TimeGravityAccelerometerSTD-X	-0.974816884237289
1	WALKING	15	TimeGravityAccelerometerSTD-X	-0.978397287962963
1	WALKING	16	TimeGravityAccelerometerSTD-X	-0.982469595490196
1	WALKING	17	TimeGravityAccelerometerSTD-X	-0.980983351639344
1	WALKING	19	TimeGravityAccelerometerSTD-X	-0.9698614625
1	WALKING	21	TimeGravityAccelerometerSTD-X	-0.969576355384615
1	WALKING	22	TimeGravityAccelerometerSTD-X	-0.969643448043478
1	WALKING	23	TimeGravityAccelerometerSTD-X	-0.977230903898305
1	WALKING	25	TimeGravityAccelerometerSTD-X	-0.979499263243243
1	WALKING	26	TimeGravityAccelerometerSTD-X	-0.980055651016949
1	WALKING	27	TimeGravityAccelerometerSTD-X	-0.979866136842105
1	WALKING	28	TimeGravityAccelerometerSTD-X	-0.976693902592592
1	WALKING	29	TimeGravityAccelerometerSTD-X	-0.978253538867924
1	WALKING	30	TimeGravityAccelerometerSTD-X	-0.979752466923077
1	WALKING	2	TimeGravityAccelerometerSTD-X	-0.972693201355932
1	WALKING	4	TimeGravityAccelerometerSTD-X	-0.983826494833334
1	WALKING	9	TimeGravityAccelerometerSTD-X	-0.980971973653846
1	WALKING	10	TimeGravityAccelerometerSTD-X	-0.974435158113208
1	WALKING	12	TimeGravityAccelerometerSTD-X	-0.97911312
1	WALKING	13	TimeGravityAccelerometerSTD-X	-0.97254492245614
1	WALKING	18	TimeGravityAccelerometerSTD-X	-0.983010882678571
1	WALKING	20	TimeGravityAccelerometerSTD-X	-0.970327266470589
1	WALKING	24	TimeGravityAccelerometerSTD-X	-0.983132400344827
2	WALKING_UPSTAIRS	1	TimeGravityAccelerometerSTD-X	-0.956367027924528
2	WALKING_UPSTAIRS	3	TimeGravityAccelerometerSTD-X	-0.944040819322034
2	WALKING_UPSTAIRS	5	TimeGravityAccelerometerSTD-X	-0.95357996893617
2	WALKING_UPSTAIRS	6	TimeGravityAccelerometerSTD-X	-0.959399425098039
2	WALKING_UPSTAIRS	7	TimeGravityAccelerometerSTD-X	-0.932823053333333
2	WALKING_UPSTAIRS	8	TimeGravityAccelerometerSTD-X	-0.926673287804878
2	WALKING_UPSTAIRS	11	TimeGravityAccelerometerSTD-X	-0.95346310574074
2	WALKING_UPSTAIRS	14	TimeGravityAccelerometerSTD-X	-0.928523640925926
2	WALKING_UPSTAIRS	15	TimeGravityAccelerometerSTD-X	-0.952562395625
2	WALKING_UPSTAIRS	16	TimeGravityAccelerometerSTD-X	-0.948413552745098
2	WALKING_UPSTAIRS	17	TimeGravityAccelerometerSTD-X	-0.949460372291666
2	WALKING_UPSTAIRS	19	TimeGravityAccelerometerSTD-X	-0.916495992
2	WALKING_UPSTAIRS	21	TimeGravityAccelerometerSTD-X	-0.940911635531915
2	WALKING_UPSTAIRS	22	TimeGravityAccelerometerSTD-X	-0.94063384047619
2	WALKING_UPSTAIRS	23	TimeGravityAccelerometerSTD-X	-0.933344481568628
2	WALKING_UPSTAIRS	25	TimeGravityAccelerometerSTD-X	-0.950878450307692
2	WALKING_UPSTAIRS	26	TimeGravityAccelerometerSTD-X	-0.962011392181818
2	WALKING_UPSTAIRS	27	TimeGravityAccelerometerSTD-X	-0.956433874705882
2	WALKING_UPSTAIRS	28	TimeGravityAccelerometerSTD-X	-0.944697800196078
2	WALKING_UPSTAIRS	29	TimeGravityAccelerometerSTD-X	-0.954189013061225
2	WALKING_UPSTAIRS	30	TimeGravityAccelerometerSTD-X	-0.954033624307692
2	WALKING_UPSTAIRS	2	TimeGravityAccelerometerSTD-X	-0.934407739791667
2	WALKING_UPSTAIRS	4	TimeGravityAccelerometerSTD-X	-0.958495235576923
2	WALKING_UPSTAIRS	9	TimeGravityAccelerometerSTD-X	-0.954383557142858
2	WALKING_UPSTAIRS	10	TimeGravityAccelerometerSTD-X	-0.959216072340425
2	WALKING_UPSTAIRS	12	TimeGravityAccelerometerSTD-X	-0.960246289807692
2	WALKING_UPSTAIRS	13	TimeGravityAccelerometerSTD-X	-0.946441502363637
2	WALKING_UPSTAIRS	18	TimeGravityAccelerometerSTD-X	-0.961738807068966
2	WALKING_UPSTAIRS	20	TimeGravityAccelerometerSTD-X	-0.931405014313725
2	WALKING_UPSTAIRS	24	TimeGravityAccelerometerSTD-X	-0.962190567457627
3	WALKING_DOWNSTAIRS	1	TimeGravityAccelerometerSTD-X	-0.950559811632653
3	WALKING_DOWNSTAIRS	3	TimeGravityAccelerometerSTD-X	-0.950061129591836
3	WALKING_DOWNSTAIRS	5	TimeGravityAccelerometerSTD-X	-0.950490938510638
3	WALKING_DOWNSTAIRS	6	TimeGravityAccelerometerSTD-X	-0.9544062675
3	WALKING_DOWNSTAIRS	7	TimeGravityAccelerometerSTD-X	-0.964875962978723
3	WALKING_DOWNSTAIRS	8	TimeGravityAccelerometerSTD-X	-0.945766561578947
3	WALKING_DOWNSTAIRS	11	TimeGravityAccelerometerSTD-X	-0.954497498695652
3	WALKING_DOWNSTAIRS	14	TimeGravityAccelerometerSTD-X	-0.919098794
3	WALKING_DOWNSTAIRS	15	TimeGravityAccelerometerSTD-X	-0.942806478333333
3	WALKING_DOWNSTAIRS	16	TimeGravityAccelerometerSTD-X	-0.957785118085106
3	WALKING_DOWNSTAIRS	17	TimeGravityAccelerometerSTD-X	-0.950026242173913
3	WALKING_DOWNSTAIRS	19	TimeGravityAccelerometerSTD-X	-0.899726139487179
3	WALKING_DOWNSTAIRS	21	TimeGravityAccelerometerSTD-X	-0.940194827777778
3	WALKING_DOWNSTAIRS	22	TimeGravityAccelerometerSTD-X	-0.941242334722222
3	WALKING_DOWNSTAIRS	23	TimeGravityAccelerometerSTD-X	-0.950790837407408
3	WALKING_DOWNSTAIRS	25	TimeGravityAccelerometerSTD-X	-0.964470066724138
3	WALKING_DOWNSTAIRS	26	TimeGravityAccelerometerSTD-X	-0.9627219918
3	WALKING_DOWNSTAIRS	27	TimeGravityAccelerometerSTD-X	-0.946975165
3	WALKING_DOWNSTAIRS	28	TimeGravityAccelerometerSTD-X	-0.956921542391304
3	WALKING_DOWNSTAIRS	29	TimeGravityAccelerometerSTD-X	-0.9417361925
3	WALKING_DOWNSTAIRS	30	TimeGravityAccelerometerSTD-X	-0.958890388709677
3	WALKING_DOWNSTAIRS	2	TimeGravityAccelerometerSTD-X	-0.940361759574468
3	WALKING_DOWNSTAIRS	4	TimeGravityAccelerometerSTD-X	-0.955258881333333
3	WALKING_DOWNSTAIRS	9	TimeGravityAccelerometerSTD-X	-0.952141220714286
3	WALKING_DOWNSTAIRS	10	TimeGravityAccelerometerSTD-X	-0.939267613157895
3	WALKING_DOWNSTAIRS	12	TimeGravityAccelerometerSTD-X	-0.959504017391304
3	WALKING_DOWNSTAIRS	13	TimeGravityAccelerometerSTD-X	-0.952643084042554
3	WALKING_DOWNSTAIRS	18	TimeGravityAccelerometerSTD-X	-0.960404874545454
3	WALKING_DOWNSTAIRS	20	TimeGravityAccelerometerSTD-X	-0.940458075111111
3	WALKING_DOWNSTAIRS	24	TimeGravityAccelerometerSTD-X	-0.961845327454546
4	SITTING	1	TimeGravityAccelerometerSTD-X	-0.968457145744681
4	SITTING	3	TimeGravityAccelerometerSTD-X	-0.957324457884616
4	SITTING	5	TimeGravityAccelerometerSTD-X	-0.983137541590909
4	SITTING	6	TimeGravityAccelerometerSTD-X	-0.988872369272728
4	SITTING	7	TimeGravityAccelerometerSTD-X	-0.957082433333333
4	SITTING	8	TimeGravityAccelerometerSTD-X	-0.966757967173913
4	SITTING	11	TimeGravityAccelerometerSTD-X	-0.988069341132076
4	SITTING	14	TimeGravityAccelerometerSTD-X	-0.976280399444444
4	SITTING	15	TimeGravityAccelerometerSTD-X	-0.982620883728814
4	SITTING	16	TimeGravityAccelerometerSTD-X	-0.980158243333334
4	SITTING	17	TimeGravityAccelerometerSTD-X	-0.99019661703125
4	SITTING	19	TimeGravityAccelerometerSTD-X	-0.969355010136986
4	SITTING	21	TimeGravityAccelerometerSTD-X	-0.992936404470588
4	SITTING	22	TimeGravityAccelerometerSTD-X	-0.972009988709677
4	SITTING	23	TimeGravityAccelerometerSTD-X	-0.984536722205883
4	SITTING	25	TimeGravityAccelerometerSTD-X	-0.988879980615385
4	SITTING	26	TimeGravityAccelerometerSTD-X	-0.965082925641025
4	SITTING	27	TimeGravityAccelerometerSTD-X	-0.982445738
4	SITTING	28	TimeGravityAccelerometerSTD-X	-0.989132499583334
4	SITTING	29	TimeGravityAccelerometerSTD-X	-0.984679151833333
4	SITTING	30	TimeGravityAccelerometerSTD-X	-0.978364712258065
4	SITTING	2	TimeGravityAccelerometerSTD-X	-0.979988760869565
4	SITTING	4	TimeGravityAccelerometerSTD-X	-0.9814052948
4	SITTING	9	TimeGravityAccelerometerSTD-X	-0.9552804062
4	SITTING	10	TimeGravityAccelerometerSTD-X	-0.973128354074074
4	SITTING	12	TimeGravityAccelerometerSTD-X	-0.985203642352941
4	SITTING	13	TimeGravityAccelerometerSTD-X	-0.981379112653061
4	SITTING	18	TimeGravityAccelerometerSTD-X	-0.994043771403508
4	SITTING	20	TimeGravityAccelerometerSTD-X	-0.985829034393939
4	SITTING	24	TimeGravityAccelerometerSTD-X	-0.989660149852941
5	STANDING	1	TimeGravityAccelerometerSTD-X	-0.99376298509434
5	STANDING	3	TimeGravityAccelerometerSTD-X	-0.982020428032787
5	STANDING	5	TimeGravityAccelerometerSTD-X	-0.974088206071428
5	STANDING	6	TimeGravityAccelerometerSTD-X	-0.985583066842105
5	STANDING	7	TimeGravityAccelerometerSTD-X	-0.987917503962264
5	STANDING	8	TimeGravityAccelerometerSTD-X	-0.987690217222222
5	STANDING	11	TimeGravityAccelerometerSTD-X	-0.994529398085106
5	STANDING	14	TimeGravityAccelerometerSTD-X	-0.972005366333333
5	STANDING	15	TimeGravityAccelerometerSTD-X	-0.988432084716981
5	STANDING	16	TimeGravityAccelerometerSTD-X	-0.985359689871795
5	STANDING	17	TimeGravityAccelerometerSTD-X	-0.985751365769231
5	STANDING	19	TimeGravityAccelerometerSTD-X	-0.992411542465753
5	STANDING	21	TimeGravityAccelerometerSTD-X	-0.982906668876404
5	STANDING	22	TimeGravityAccelerometerSTD-X	-0.992827298253968
5	STANDING	23	TimeGravityAccelerometerSTD-X	-0.984610385
5	STANDING	25	TimeGravityAccelerometerSTD-X	-0.993148267702703
5	STANDING	26	TimeGravityAccelerometerSTD-X	-0.992678782162162
5	STANDING	27	TimeGravityAccelerometerSTD-X	-0.994012162875
5	STANDING	28	TimeGravityAccelerometerSTD-X	-0.990059426582278
5	STANDING	29	TimeGravityAccelerometerSTD-X	-0.996764227384615
5	STANDING	30	TimeGravityAccelerometerSTD-X	-0.996420919152542
5	STANDING	2	TimeGravityAccelerometerSTD-X	-0.986685818703704
5	STANDING	4	TimeGravityAccelerometerSTD-X	-0.972908355892857
5	STANDING	9	TimeGravityAccelerometerSTD-X	-0.989103160444444
5	STANDING	10	TimeGravityAccelerometerSTD-X	-0.991259485
5	STANDING	12	TimeGravityAccelerometerSTD-X	-0.985314210491803
5	STANDING	13	TimeGravityAccelerometerSTD-X	-0.992232401754386
5	STANDING	18	TimeGravityAccelerometerSTD-X	-0.99427007520548
5	STANDING	20	TimeGravityAccelerometerSTD-X	-0.981916942054795
5	STANDING	24	TimeGravityAccelerometerSTD-X	-0.992197591884058
6	LAYING	1	TimeGravityAccelerometerSTD-X	-0.8968300184
6	LAYING	3	TimeGravityAccelerometerSTD-X	-0.982512193064516
6	LAYING	5	TimeGravityAccelerometerSTD-X	-0.945695336153846
6	LAYING	6	TimeGravityAccelerometerSTD-X	-0.887746310350877
6	LAYING	7	TimeGravityAccelerometerSTD-X	-0.914221270096154
6	LAYING	8	TimeGravityAccelerometerSTD-X	-0.918873192333333
6	LAYING	11	TimeGravityAccelerometerSTD-X	-0.97956560245614
6	LAYING	14	TimeGravityAccelerometerSTD-X	-0.862136937254902
6	LAYING	15	TimeGravityAccelerometerSTD-X	-0.961509742916667
6	LAYING	16	TimeGravityAccelerometerSTD-X	-0.963761977857143
6	LAYING	17	TimeGravityAccelerometerSTD-X	-0.961063222394366
6	LAYING	19	TimeGravityAccelerometerSTD-X	-0.958959611084337
6	LAYING	21	TimeGravityAccelerometerSTD-X	-0.945905270555555
6	LAYING	22	TimeGravityAccelerometerSTD-X	-0.928781249027777
6	LAYING	23	TimeGravityAccelerometerSTD-X	-0.947948758194445
6	LAYING	25	TimeGravityAccelerometerSTD-X	-0.829554947808219
6	LAYING	26	TimeGravityAccelerometerSTD-X	-0.944472488552631
6	LAYING	27	TimeGravityAccelerometerSTD-X	-0.971183862702703
6	LAYING	28	TimeGravityAccelerometerSTD-X	-0.970599089375
6	LAYING	29	TimeGravityAccelerometerSTD-X	-0.972939889855073
6	LAYING	30	TimeGravityAccelerometerSTD-X	-0.979563942714286
6	LAYING	2	TimeGravityAccelerometerSTD-X	-0.959014441458334
6	LAYING	4	TimeGravityAccelerometerSTD-X	-0.921199965925926
6	LAYING	9	TimeGravityAccelerometerSTD-X	-0.9218210626
6	LAYING	10	TimeGravityAccelerometerSTD-X	-0.954531941896552
6	LAYING	12	TimeGravityAccelerometerSTD-X	-0.936458309333333
6	LAYING	13	TimeGravityAccelerometerSTD-X	-0.957875244677419
6	LAYING	18	TimeGravityAccelerometerSTD-X	-0.982715987538461
6	LAYING	20	TimeGravityAccelerometerSTD-X	-0.928674215147059
6	LAYING	24	TimeGravityAccelerometerSTD-X	-0.960412164305556
1	WALKING	1	TimeGravityAccelerometerSTD-Y	-0.971305961473684
1	WALKING	3	TimeGravityAccelerometerSTD-Y	-0.962355639482758
1	WALKING	5	TimeGravityAccelerometerSTD-Y	-0.961585474821429
1	WALKING	6	TimeGravityAccelerometerSTD-Y	-0.964248568070175
1	WALKING	7	TimeGravityAccelerometerSTD-Y	-0.96940415508772
1	WALKING	8	TimeGravityAccelerometerSTD-Y	-0.956781505625
1	WALKING	11	TimeGravityAccelerometerSTD-Y	-0.966240553559322
1	WALKING	14	TimeGravityAccelerometerSTD-Y	-0.954455935762712
1	WALKING	15	TimeGravityAccelerometerSTD-Y	-0.971056501481481
1	WALKING	16	TimeGravityAccelerometerSTD-Y	-0.973784841960784
1	WALKING	17	TimeGravityAccelerometerSTD-Y	-0.968613202622951
1	WALKING	19	TimeGravityAccelerometerSTD-Y	-0.958651200384615
1	WALKING	21	TimeGravityAccelerometerSTD-Y	-0.964144520576923
1	WALKING	22	TimeGravityAccelerometerSTD-Y	-0.963639340217391
1	WALKING	23	TimeGravityAccelerometerSTD-Y	-0.966550706949153
1	WALKING	25	TimeGravityAccelerometerSTD-Y	-0.965093441081081
1	WALKING	26	TimeGravityAccelerometerSTD-Y	-0.969040314237288
1	WALKING	27	TimeGravityAccelerometerSTD-Y	-0.973792999824562
1	WALKING	28	TimeGravityAccelerometerSTD-Y	-0.968780859814815
1	WALKING	29	TimeGravityAccelerometerSTD-Y	-0.975272848113207
1	WALKING	30	TimeGravityAccelerometerSTD-Y	-0.970176562153846
1	WALKING	2	TimeGravityAccelerometerSTD-Y	-0.972116879661017
1	WALKING	4	TimeGravityAccelerometerSTD-Y	-0.967963221
1	WALKING	9	TimeGravityAccelerometerSTD-Y	-0.971242423076923
1	WALKING	10	TimeGravityAccelerometerSTD-Y	-0.971114719811321
1	WALKING	12	TimeGravityAccelerometerSTD-Y	-0.9646191738
1	WALKING	13	TimeGravityAccelerometerSTD-Y	-0.960899845614035
1	WALKING	18	TimeGravityAccelerometerSTD-Y	-0.975311658928571
1	WALKING	20	TimeGravityAccelerometerSTD-Y	-0.962003383529412
1	WALKING	24	TimeGravityAccelerometerSTD-Y	-0.962578844310345
2	WALKING_UPSTAIRS	1	TimeGravityAccelerometerSTD-Y	-0.952849233207547
2	WALKING_UPSTAIRS	3	TimeGravityAccelerometerSTD-Y	-0.909825953898305
2	WALKING_UPSTAIRS	5	TimeGravityAccelerometerSTD-Y	-0.900511719787234
2	WALKING_UPSTAIRS	6	TimeGravityAccelerometerSTD-Y	-0.912900683137255
2	WALKING_UPSTAIRS	7	TimeGravityAccelerometerSTD-Y	-0.939774255490196
2	WALKING_UPSTAIRS	8	TimeGravityAccelerometerSTD-Y	-0.931032068536586
2	WALKING_UPSTAIRS	11	TimeGravityAccelerometerSTD-Y	-0.924360832962963
2	WALKING_UPSTAIRS	14	TimeGravityAccelerometerSTD-Y	-0.907231431296296
2	WALKING_UPSTAIRS	15	TimeGravityAccelerometerSTD-Y	-0.927648821458333
2	WALKING_UPSTAIRS	16	TimeGravityAccelerometerSTD-Y	-0.933657461176471
2	WALKING_UPSTAIRS	17	TimeGravityAccelerometerSTD-Y	-0.91597346625
2	WALKING_UPSTAIRS	19	TimeGravityAccelerometerSTD-Y	-0.9010448505
2	WALKING_UPSTAIRS	21	TimeGravityAccelerometerSTD-Y	-0.941523624255319
2	WALKING_UPSTAIRS	22	TimeGravityAccelerometerSTD-Y	-0.941620221904762
2	WALKING_UPSTAIRS	23	TimeGravityAccelerometerSTD-Y	-0.910474557058823
2	WALKING_UPSTAIRS	25	TimeGravityAccelerometerSTD-Y	-0.93175827276923
2	WALKING_UPSTAIRS	26	TimeGravityAccelerometerSTD-Y	-0.937858157818182
2	WALKING_UPSTAIRS	27	TimeGravityAccelerometerSTD-Y	-0.947713378627451
2	WALKING_UPSTAIRS	28	TimeGravityAccelerometerSTD-Y	-0.927641087843137
2	WALKING_UPSTAIRS	29	TimeGravityAccelerometerSTD-Y	-0.923007798367347
2	WALKING_UPSTAIRS	30	TimeGravityAccelerometerSTD-Y	-0.914933936
2	WALKING_UPSTAIRS	2	TimeGravityAccelerometerSTD-Y	-0.92376745375
2	WALKING_UPSTAIRS	4	TimeGravityAccelerometerSTD-Y	-0.923376019038461
2	WALKING_UPSTAIRS	9	TimeGravityAccelerometerSTD-Y	-0.901317321632653
2	WALKING_UPSTAIRS	10	TimeGravityAccelerometerSTD-Y	-0.937039417446808
2	WALKING_UPSTAIRS	12	TimeGravityAccelerometerSTD-Y	-0.941378352307692
2	WALKING_UPSTAIRS	13	TimeGravityAccelerometerSTD-Y	-0.922054968727273
2	WALKING_UPSTAIRS	18	TimeGravityAccelerometerSTD-Y	-0.942056881206897
2	WALKING_UPSTAIRS	20	TimeGravityAccelerometerSTD-Y	-0.92459435372549
2	WALKING_UPSTAIRS	24	TimeGravityAccelerometerSTD-Y	-0.916690779830508
3	WALKING_DOWNSTAIRS	1	TimeGravityAccelerometerSTD-Y	-0.937018658979592
3	WALKING_DOWNSTAIRS	3	TimeGravityAccelerometerSTD-Y	-0.946094637755102
3	WALKING_DOWNSTAIRS	5	TimeGravityAccelerometerSTD-Y	-0.912363420851064
3	WALKING_DOWNSTAIRS	6	TimeGravityAccelerometerSTD-Y	-0.93357760125
3	WALKING_DOWNSTAIRS	7	TimeGravityAccelerometerSTD-Y	-0.952678693617021
3	WALKING_DOWNSTAIRS	8	TimeGravityAccelerometerSTD-Y	-0.941580934473684
3	WALKING_DOWNSTAIRS	11	TimeGravityAccelerometerSTD-Y	-0.926310469565218
3	WALKING_DOWNSTAIRS	14	TimeGravityAccelerometerSTD-Y	-0.920725940666667
3	WALKING_DOWNSTAIRS	15	TimeGravityAccelerometerSTD-Y	-0.925685893571428
3	WALKING_DOWNSTAIRS	16	TimeGravityAccelerometerSTD-Y	-0.955487793617021
3	WALKING_DOWNSTAIRS	17	TimeGravityAccelerometerSTD-Y	-0.946576675652174
3	WALKING_DOWNSTAIRS	19	TimeGravityAccelerometerSTD-Y	-0.917880864102564
3	WALKING_DOWNSTAIRS	21	TimeGravityAccelerometerSTD-Y	-0.940111830666667
3	WALKING_DOWNSTAIRS	22	TimeGravityAccelerometerSTD-Y	-0.945824352777777
3	WALKING_DOWNSTAIRS	23	TimeGravityAccelerometerSTD-Y	-0.93901254962963
3	WALKING_DOWNSTAIRS	25	TimeGravityAccelerometerSTD-Y	-0.937816011034482
3	WALKING_DOWNSTAIRS	26	TimeGravityAccelerometerSTD-Y	-0.9354258554
3	WALKING_DOWNSTAIRS	27	TimeGravityAccelerometerSTD-Y	-0.934963993181818
3	WALKING_DOWNSTAIRS	28	TimeGravityAccelerometerSTD-Y	-0.948404212173913
3	WALKING_DOWNSTAIRS	29	TimeGravityAccelerometerSTD-Y	-0.91390306375
3	WALKING_DOWNSTAIRS	30	TimeGravityAccelerometerSTD-Y	-0.918678752419355
3	WALKING_DOWNSTAIRS	2	TimeGravityAccelerometerSTD-Y	-0.940068525531915
3	WALKING_DOWNSTAIRS	4	TimeGravityAccelerometerSTD-Y	-0.932066041111111
3	WALKING_DOWNSTAIRS	9	TimeGravityAccelerometerSTD-Y	-0.936306558809524
3	WALKING_DOWNSTAIRS	10	TimeGravityAccelerometerSTD-Y	-0.937003823684211
3	WALKING_DOWNSTAIRS	12	TimeGravityAccelerometerSTD-Y	-0.94329842826087
3	WALKING_DOWNSTAIRS	13	TimeGravityAccelerometerSTD-Y	-0.92854437106383
3	WALKING_DOWNSTAIRS	18	TimeGravityAccelerometerSTD-Y	-0.932962218181818
3	WALKING_DOWNSTAIRS	20	TimeGravityAccelerometerSTD-Y	-0.908577153777778
3	WALKING_DOWNSTAIRS	24	TimeGravityAccelerometerSTD-Y	-0.941478979454546
4	SITTING	1	TimeGravityAccelerometerSTD-Y	-0.935517055957447
4	SITTING	3	TimeGravityAccelerometerSTD-Y	-0.903923008269231
4	SITTING	5	TimeGravityAccelerometerSTD-Y	-0.939942979795455
4	SITTING	6	TimeGravityAccelerometerSTD-Y	-0.960875994727273
4	SITTING	7	TimeGravityAccelerometerSTD-Y	-0.945436264583333
4	SITTING	8	TimeGravityAccelerometerSTD-Y	-0.937462301369565
4	SITTING	11	TimeGravityAccelerometerSTD-Y	-0.949792572075471
4	SITTING	14	TimeGravityAccelerometerSTD-Y	-0.950322663629629
4	SITTING	15	TimeGravityAccelerometerSTD-Y	-0.943561411694916
4	SITTING	16	TimeGravityAccelerometerSTD-Y	-0.968023206956522
4	SITTING	17	TimeGravityAccelerometerSTD-Y	-0.9667201059375
4	SITTING	19	TimeGravityAccelerometerSTD-Y	-0.96996981369863
4	SITTING	21	TimeGravityAccelerometerSTD-Y	-0.979355363176471
4	SITTING	22	TimeGravityAccelerometerSTD-Y	-0.954225015274194
4	SITTING	23	TimeGravityAccelerometerSTD-Y	-0.96091742632353
4	SITTING	25	TimeGravityAccelerometerSTD-Y	-0.963415016923077
4	SITTING	26	TimeGravityAccelerometerSTD-Y	-0.949286700807692
4	SITTING	27	TimeGravityAccelerometerSTD-Y	-0.982553336571428
4	SITTING	28	TimeGravityAccelerometerSTD-Y	-0.971766352361111
4	SITTING	29	TimeGravityAccelerometerSTD-Y	-0.973604289833333
4	SITTING	30	TimeGravityAccelerometerSTD-Y	-0.959361306774193
4	SITTING	2	TimeGravityAccelerometerSTD-Y	-0.956750273043478
4	SITTING	4	TimeGravityAccelerometerSTD-Y	-0.93272710386
